Id	EssaySet	Score1	Score2	EssayText
472	1	2	2	some additional information is needed to replicate this experiment . first of all the students need to state exactly what four types of samples to use in the experiment marble limestone wood and plastic . they also need to state in the procedure the amount of vinegar and type of vinegar that needs to be put in each cup . the procedure also needs to state exactly how many repeated trials with the remaining samples should be done and how many extra samples should be used for the repeated trials .
473	1	3	3	you would also need to know what kind of object you used for each material for example plastic could
474	1	1	1	in order to replicate this experiment you would need to know some background information on how much acid rain across each sample . another piece of information needed would be is how much vinegar was pour into the separate identical containers . a third piece of information needed in order to replicate this experiment is how the gram measurements were taken use they taken using a gram soak all of these things are needed in order to be able to replicate this experiment .
475	1	1	1	information i would need p what do they want to find out in other words their implied aim . p the amount of vinegar . p the amount of sample .
476	1	2	2	to be able to redo this experiment the group of students should have told you more things . for example do they want us to use the same materials of course they do so that s one . another is what kind of containers do they want us using we can use plastic or metal or another . lastly you would need to know how much distilled water that you need .
477	1	1	1	in order to replicate this experiment we would need to know how much vinegar the people used . if we don t know and we use more or less it could change the experiments outcome . also we would need to know all of the tools they used so that we could use the same ones . and finally it would help if they measured the mass in between the hours .
478	1	1	1	one additional information you would need to replicate the experiment is the amount of vinegar in ml is needed to pour into the containers . every container needs the same amount of vinegar . the other additional information needed is the fact that the difference in mass has to be determined or else you would miss the point . the third additional information needed is what to measure the samples with and what unit they need to be measured in . they all need the same unit and balance .
479	1	2	2	to repeat this experiment i would need to know what the four samples were and how wide the containers should be .
480	1	2	2	in order to replicate the experiment we would need to know the size of the containers the amount of vinegar and the temperature of the vinegar without this information the experiment cannot be replicated .
481	1	1	1	what they missed was the samples that they were pouring the vinegar on . they need to have every piece of information in the procedure . so other people can do this job .
482	1	1	1	in order to replicate the experiment you would need to know how much vinegar did they put in each sample so you can get the exact amount of ending mass because if we put a different amount we re going to get a different result .
483	1	2	2	one thing you need to know is how much vinegar to put into each container . also which samples are they using and also how much of the sample should u use . for example the whole object half the object . also if they were making a table what information do u need to record .
484	1	0	0	pour vinegar in each of four separate but identical containers . p after hours remove the samples from the containers and rinse each sample with distilled water . p placing a single sample of one material into one container and label . repeat with remaining samples placing a hours remove the samples from placing a single .
485	1	0	0	you would need starting mass ending mass and difference in mass in order to replicate the experiment .
486	1	0	1	to replicate this experiment you will need the same ingredient and procedures also the time . also do a graph showing the difference in weight . we need to add the same amount of vinegar in each one .
487	1	0	0	nor
488	1	0	0	in order to replicate the experiment i would need to pouring i sample into more than just one container instead of rinsing each sample with distilled water wait hours instead of allowing the samples to sit and dry for minutes let it dry for hour .
489	1	1	2	how to extract the materials from the vinegar . what conditions would the materials be drying . ex sunny warm place or dark cold place . what conditions would the material be soaking in temp light next
490	1	1	1	you would need to know how much vinegar to put into the cups that way you would get more accurate results .
491	1	2	2	you would need to know how much vinegar to use what size the containers should be and how many trials to conduct to replicate the experiment .
492	1	1	1	to replicate this experiment the following information is needed the amount of vinegar that is needed in this experiment should be given . in this experiment to much or to little corner may be used . there should as be multiple trails because the different samples may or may not take any vinegar in . and the labeling may not be the right label . the experiment should tell what each container should be labeled with .
493	1	1	1	in order to replicate the experiment they would need to determine what the materials were they would have to establish a control and they would have to give directions to find the difference in mass .
494	1	1	1	after reading the groups procedure some information i would need to replicate this experiment would be the temperature of the distilled water . also i would need to know how much vinegar that the group put in each cup . lastly you would need to do multiple trials for reliability .
495	1	2	1	some additional information i would need would include what objects to determine the mass of . also to replicate this procedure i would need to know how much vinegar to pour into each container seeing as the group doesn t give an exact amount . i would also need to know how much distilled water to rinse each sample with . finally their procedure doesn t tell exactly how to determine the mass .
496	1	2	2	the procedure should include what the four different samples are . at this point it is to vague and needs to be specified . the procedure should indicate how much vinegar needs to be poured on in each containers . the procedure should also encourage repetition . human and equipment errors as always possible . therefore it should give the readers an notion for the detests if necessary . finally the procedure does not include a control . this doesn t give the readers anything to compare the results .
497	1	0	0	the information you would need in order to replicate the experiment the mass of four labels marble limestone wood and plastic is to show how you got the mass of each . what material did you use to get this answer . what effects did it have on all material such as color and size .
498	1	1	1	i would need to know how much vinegar is being put into the sample . p what are they trying to find out through pass is to amount . p was there a control group in this experiment .
499	1	3	3	you would need to know how big of cups to use . how much vinegar was put in each cup and how big of a sample to get .
500	1	3	3	some additional information that i would need to know to replicate the experiment would be what are the different samples that are used i would also need to know how much of the sample to weigh so they are all equal . what type of container should the sample be put into how should i determine the mass of the different samples how much vinegar to pour into the samples .
501	1	1	1	in order to replicate the experiment you would need the amount of vinegar you use for amount of marble limestone and wood water you could use and has to determine the mass of the material .
502	1	1	1	to exactly replicate this experiment you leash need to know how much of each sample to test with . also you would need to know how much vinegar to use in the different cups lastly you would need to know how much distilled water to rinse the samples with .
503	1	2	2	you need something like a scale to determine the mass . determine the mass of four different samples . you need to identify what that sample . you also need to identify the amount of vinegar needed .
504	1	2	3	determine the mass of four samples of what how much vinegar is needed in the containers you would need a scale to measure the different containers . are the different containers made of the same material
505	1	3	3	you would need to know the amount of vinegar they added what kind of containers and how much or how big each object is .
506	1	1	1	in order to replicate this experiment the student would need to include how much distilled water the sample should be rinsed with . as well as how they determined the mass of the samples . lastly they need to show us how much vinegar they poured into the containers .
507	1	2	2	there are many things missing from this procedure which make it hard to replicate the experiment . some pieces of information they could add are the type of sample to use and the mass each sample should be . these would help because will not them you don t know which samples you are supposed to use and if they re not all the same across you could get invalid results . also they need to tell you how much vinegar to put in each cup or else once again there is a risk of the data being invalid .
508	1	2	2	some additional information you would need is how much vinegar to put in the four containers the actually samples they use marble limestone wood plastic and how you would measure the mass of each sample .
509	1	2	1	the additional information that would be needed in order to replicate the experiment would be what is in each of the containers how much vinegar is put in each of the containers and how much of the sample is in each container . in the procedure they don t say what was in each of the containers . they also didn t say how much vinegar that they put into the containers . lastly they didn t say how much of the sample was in the containers . they needed to add that information in order to replicate the experiment .
510	1	1	1	you would need to know how much vinegar to pour into each container and also what was the starting mass and the ending time for the experiment .
511	1	2	2	i would need to know several things before replicating this job . first i would need to know how much vinegar to put in each container . also i would need to know what i should do to determine the mass of the samples . lastly i would need to know how much distilled water to use and what identical containers i should use .
512	1	0	0	i would have to write down what causes acid rain and put chemicals make up acid rain and why isn t it poisoning to humans .
513	1	2	1	to replicate the experiment the amount of vinegar put in the container would be needed so it would not vary the results inappropriately . also the amount of each sample needs to be added because a greater sample to vinegar ratio will change the mass of the experiment . also in the table we can see that the people measured the mass before the samples were put in the vinegar but without the table we would not know to do it because the procedure did not state if this needs to be added between steps and so later on the difference can be found and the change seen .
514	1	3	3	in order to replicate the experiment i would first need to know the amount of vinegar that the samples were placed in . secondly i need to know on what i should place the samples on to allow them to dry . lastly to replicate the experiment i need to know the control group and the type of container i should use . also it would be necessary to know what i should weigh the samples on .
515	1	3	3	in order to repeat this experiment you would need to know what containers the samples were put in how much vinegar to pour into the containers and where you should let the samples dry off .
516	1	3	3	in order to replicate the experiment you would also need to know if the containers were covered to ensure that none of the vinegar evaporated . you would also need to know at what temperature the samples in the containers were being kept and that all four were identical . a third additional piece of information you would need to know is what the samples are and you would need to label them . in the procedure the samples identities are not given .
517	1	1	1	additional information they could have added is mass the weight of vinegar poured into the samples . they also could have stated what kind of solid samples into categories . more thing that could be changed is have more trials with different samples and repeat the process used . also they could have waited for more than minutes to let the distilled water dry oil out .
518	1	1	1	additional information i would need to replicate this experiment is how much vinegar do i pour into each container also i would need to know the control of the experiment so i could see what changed and how . i also need to know what i should use to measure the mass . they only say trees the mass in their experiment they never told me specifically what to measure it with .
519	1	3	3	more information would be needed to replicate the experiment . it needs to be explained what the samples are of . it should say how much vinegar to use . also it should be stated where to put the samples submerged in vinegar . there should be a control included within the experiment . directions should be given to calculate the difference in mass .
520	1	1	0	use the same material that is used for the experiment .
521	1	1	1	in order to replicate the experiment the procedure needs to be more specific . it would need to tell how much vinegar is used in the containers have a longer drying time because the samples will not be fully dry after minutes and say what the samples are weighed with . it is also important that safety precautions are told such as gloves or goggles .
522	1	1	1	i would need to know what the samples were .
523	1	2	2	in order to replicate the experiment you will need to know how much of the samples to use how much vinegar to use and how big the containers have to be .
524	1	0	0	why they even did it is in the first place . and what am i wanting to replicate the experiment and also where would i get the supplies i needed . and if there s anything that i shouldn t use in this experiment .
525	1	0	0	the additional information i would need to replicate this experiment is a watch a measuring container also some marbles limestone wood and plastic .
526	1	2	3	to repeat this experiment again you would need to know the volume of vinegar you poured into the containers . the volume could each have to be equal to get the best results . next you would want to know the volume of the containers so that you can assure that the next time you perform the experiment you have the same results . last you would want to know the amount of distilled water you used and the volume of the samples so that you know that all the sample is submerged in vinegar .
527	1	3	3	in order to replicate this group s experiment i would need to know how much vinegar to pour in each
528	1	2	2	one extra piece of information that i would need to replicate the experiment is the wot that was used to measure mass . i would also need to know what the four different samples were . in addition i would need to know the amount of vinegar that was used .
529	1	3	2	the additional information that should be included in this procedure is . how much vinegar goes in each sample . where do the samples go to sit and dry at . label the samples in the procedure too not just in the data .
530	1	1	1	in order to replicate this experiment i would need to know the group s hypothesis and whether it was retreat or incorrect . this will help one to eliminate their thinking if they were wrong or to confirm their hypothesis . i would also need to know how much vinegar to put in each container and whether all the containers contained an equal amount of vinegar . lastly i would need to see results from a controlled experiment such as a rock with water and make sure it does not decay .
531	1	2	2	there are several pieces of information that i would need to replicate this experiment . firstly in step one i would want to know specifically what the four different samples were . secondly in step two i need to know how much vinegar to pour into the containers . thirdly in step three i would need to know how much of each material to put into each container . having a specific mass for the sample would be helpful in keeping the experiment consistent . all three of these pieces of additional information would extremely helpful in replicating this experiment and avoiding possible source of error while replicating .
532	1	2	2	the three additional part of information necessary to replication of this experiment are as follows
533	1	0	0	i would have to check the mass of four different samples . put vinegar in each one of the separate containers . put a sample of a marble in one container and label it then repeat with the limestone wood and plastic . while waiting hours . i would remove the samples from their container and rinse them with distilled water then allow the samples to dry for an half an hour .
534	1	3	3	in order to replicate this experiment you would need to know how much vinegar to pour into the containers . you would also need to know what the materials are that you re putting into containers . you also might need to know the size of the identical containers and what kind of containers they are . all these things are essential to replicating this experiment .
535	1	2	2	information i would need to replicate i mass samples . should i
536	1	1	1	same additional into that would be needed is how much vinegar should be poured into each container . i would also like to know how much distilled water was used and finally there should be something show who this is determining in the whole procedure to doesn t talk about acid rain once .
537	1	3	3	in order to replicate the experiment you would need to know p . how much vinegar to put in each container p . how much water to use when you rinse each sample use distilled water temperature of water as well p . what temperature to put the samples to sit at when drying . p . how big the containers are p . what environment is the experiment taking place in hot warm freezing wet etc .
538	1	0	0	after reading the group s procedure the group should add a hypothesis control and objective .
539	1	2	2	after reading the procedure to their experiment i would also need to know how much vinegar to use what are we using to determine the mass of each samples from the containers with and what are the fair samples suppose to be
540	1	2	2	the procedure should contain what different samples are going to weighed . it also should say how much vinegar should b be putin the different containers . lastly the procedure should contain the information if the masses are going to be record do make a data table .
541	1	2	1	the procedure is very flowed because i can t even understand half of it when they are talking about the four samples . they need to clarify what the samples are . they also need to clearly give the distinction of the container the samples and where vinegar is poured into . lastly they need to not write step because the container sample and label have no refereed and are just plain rent stir .
542	1	3	3	any additional information needed in order to replicate the experiment is what are the four samples that s mass are being determined where are the containers with the samples going to be kept for the hours and how long the samples need to be rinsed with distilled water .
543	1	1	1	a couple more things i would write in this experiment would be to make a hypothesis . also when you are putting the rocks to dry make sure all the rocks are in the same place so they all dry evenly . lastly i would also i would compare the weights of all the rocks and see which ones heaviest at the beginning and the end .
544	1	2	3	they didn t mention how much vinegar to put in the containers . this could effect the mass of the object at the end . they should specify how much to use and how big the containers are plus mention what the material the containers are .
545	1	0	0	pour vinegar in each of four separate but identical containers . after hours remove the samples from the containers and rinse each sample with distilled water . allow the samples to sit and dry for minutes .
546	1	1	1	to replicate this experiment you would need to know how to go about weighing the rock s masses how much vinegar you re putting the rocks in . finally you need to know how much of each sample you re putting in a container .
547	1	2	2	first you would need to know the amount of vinegar they put into each cup . second you will need to know the temperature of the room . third you will also need to know whether the scale used was electric or normal .
548	1	2	2	additional information i would need in order to replicate this experiment would include what the sample materials i was using were what kind of result am i looking for when receive my data and what is the problem that i am suppose to attempt to solve . it would also be helpful to know where these materials were placed whether it be in the sun or in the dark . by knowing all of this information it might make the possibility of duplicating the experiment more possible .
549	1	0	0	one thing they could have that they don t is a control of this procedure . the next thing they could have changed that they could have said how to get or determine the mas of each of the building material . the final thing is that i think with starting and ending mass they should have multiple tells .
550	1	1	1	i would like to know what the experiment is for what are the measurements for all this how much vinegar in each container
551	1	2	2	to make this experiment s procedure complete three additional things are needed . first the names of the four materials should be included in the procedure for identification . second the vinegar being poured into the containers should be measured into a specific amount and the same amount used for all containers . finally all of the starting masses for the samples should be equal to make results comparisons easier . these additional steps would make the procedure better .
552	1	3	3	additional information you would need to replicate this experiment is how much vinegar to put in each container . do you have to fill it or only put it so it reaches the top of the different materials also other info would be what size containers do you need for this experiment . lastly does it matter the material of the container glass metal . throw away containers .
553	1	0	0	to replicate the experiment i would need to know what the students goal was . i always label how much of an amount to put into a container . in their procedure its that the students did not do this .
554	1	0	1	i would needed to know what different samples to find the mass how much starting mass i would need and how to measure the ending mass . without these three pieces of information i would not be able to replicate the experiment exactly .
555	1	3	2	i would need to know if they were put into an incubator to dry or were dried in a different way . would also need to know the temperature of the area incubator they were put into to dry . also i would need to know where i should place a sample . lastly i would need to know the type of vinegar used c for example white apple material . also i would need to know how top measure the mass .
556	1	2	2	to replicate this experiment you would need to know how much vinegar you need to pour in each container . you will also need to know how you are determining the mass of the sample and what the samples actually are of what material .
557	1	0	1	the students need a list of material also the students should write that we have to form a hypothesis . the students must also add that we have to form a conclusion at the end of the experiment .
558	1	2	2	to replicate the experiment you would need to know how much of the four samples you should weigh . you would also need to know what four samples to use . also to do this experiment you would need to know how much vinegar to use in each container .
559	1	3	3	in order to replicate the groups experiment i would need some additional information . i would need to know what types of samples to use what kind of containers to use and how much vinegar to pour into each container .
560	1	1	1	the additional information you would need is to describe the four samples you are using because it doesn t say which samples to use in the procedure . you would also need to know to determine the difference in mass because the procedure only tells you to find the starting and ending mass . you would also need the samples to dry for more than minutes to get better results because the original results didn t have a large difference in mass .
561	1	1	1	in step one they could tell you the different samples so that you could know what they are in step three they should tell you the amount os material that you should place in each container . after step number six it should say record data and repeat if needed .
562	1	1	1	there is something missing . in the procedure it says to pour vinegar into the containers . what it fails to mention is how much vinegar to pour into each container . without this the experiment is impossible to replicate because the independent variable would be the amount of vinegar added but there is no mention of how much to add
563	1	2	2	i would need to know what to measure the weight in how much vinegar to put in and how long to rinse each sample with distilled water for .
564	1	1	1	while i would need to know how much to put in each container and were to put these items from and the fact were this could be done at in or out doors . how to get the starters mass of each sample . between the starters and ending of the investigation how many times do you check it .
565	1	3	3	if you wish to replicate the experiment they would have to show or tell how much of the vinegar is needed does the samples need to rest on a tray or on a paper towel and tell the size of each of the samples .
566	1	2	2	we would need to know the four types of sample mentioned in would need to be classified . temperature of vinegar type of wood plastic etc they used and the amount of vinegar they poured into each container .
567	1	3	3	in order to replicate this experiment you would need to know what kind of samples to use . one would also have to know how much vinegar is being put in each container . also the students should specify what kind of container they are using in order to most closely replicate this .
568	1	2	2	step one really should go at the end . you need to state the amount of vinegar that goes into the containers . tell us the names of the elements along with the amount being tested . tell which sample to begin the experiment with and what to label it . i would need to know how to determine the mass of the samples and make a graph .
569	1	1	0	in order to adequately replicate this experiment one would need more specific samples for example instead of wood it should be a specific type of wood marble limestone or plastic . the procedure should also be clearer concerning how to use the vinegar in relation to the samples condition to remove such samples from the vinegar after hours .
570	1	1	1	you would need the independent variable that never changes . to replicate the experiment would need to no exactly how much of the vinegar was poured into each of the four containers . also how did the mass reacted to the substance .
571	1	1	1	one thing you would need to know to complete this experiment is know how much vinegar do you need to put in the vinegar . and lastly how long are you keeping these samples in vinegar for days weeks it never tells you this information it would be much more accurate if we knew those following things .
572	1	0	0	first off you would need more samples of the rocks to put in the rain . also to replicate the experiment you would need to new to state the next day try the experiment all over again . the person replicating it would also have to wait a whole other hours . more water and vinegar would be needed too .
573	1	2	2	to replicate the experiment the students need to include more detail in their procedure . first we need to know what are good samples to use for this experiment . the students tell us to pour vinegar into containers however it is not clear how much vinegar to use if the amounts of vinegar are different the entire experiment will not be accurate . to improve the experiment the students could have done more trials to get better observations .
574	1	0	0	i would need to know how
575	1	1	1	one thing they should include is how much vinegar they need in each cup so you can measure be the same in all the containers .
576	1	1	1	in order to replicate the experiment i need to know how much vinegar did the group of students pour in the identical containers i need to know how much vinegar the students pour because its really important because maybe the students pour less vinegar in one cup and pour more in the other .
577	1	3	2	additional information i would need to replicate the experiment is to whether i should leave the samples in a dark or lighted area for the hour time period . also i would need to know if i should leave the samples at room temperature or a cooler area . i would also need to know how much vinegar should use it doesn t state it clearly .
578	1	3	3	you would need to know that the vinegar is the substance that is being used for the acid rain . you would also need to know what type of materials you need . another piece of needed information is how much vinegar to pour into each container because the more vinegar added the stronger it may become and therefore the vinegar would be able to eat away at the samples more . you would also need to know where the containers were placed for the hours whether they were placed at cool temperature hot or cold .
579	1	2	2	in order to replicate the experiment you would need to know how much vinegar to put in each container you would also need to know what samples of what material you must place in each container . you need to know the different samples what to do with the difference in masses what do the difference in the mass s tell you
580	1	0	0	this procedure of acid rain tells about the starting mass in grams . they gave four different samples but they didn t include a explanation way they were putting acid rain on the samples . the purpose of this experiment is to show the starting mass ending mass and the difference in mass i grams and it was compared to the different samples .
581	1	1	1	first off they dont tell you how much vinegar to put into the containers also that they should have added control or just water to have samples to confound and do .
582	1	1	1	the first thing the procedure needs to specific measurements the second thing it needs to identify each material . and the third thing is they need a controlled .
583	1	1	1	to replicate the experiment you might need to know how much vinegar to put in the cups .
584	1	1	1	you would need to have a control group in order to have the accurate masses of the samples . also place the same amount of vinegar and water into each container allowing students to record the correct data .
585	1	2	2	the additional information i need is to know how vinegar to pour in each container what kind of container am i supposed to know and also how to determine the mass of each object .
586	1	0	0	if i replicated this i would also need what i uses acid rain in measuring the container masses and how the acid rain would effect
587	1	3	2	in order to replicate this group s experiment i would need to know how much vinegar they put in each container . also i would need to know what type of marble limestone wood and plastic was used . finally i would also need to know which type of vinegar was used in their experiment .
588	1	3	3	in order to replicate the experiment you would need to know how big of a container to use what it should be able to hold how much vinegar to pour into each container how many ml what type of vinegar what to weigh the samples on bathroom scale or type of beam balance maybe electronic .
589	1	2	2	the procedure is lacking multiple aspects of a good procedure sheet first it should include measurements . we need to know how much vinegar to put with each sample second the procedure does not list what materials to put in the vinegar lastly the procedure does not list safely precautions such as wearing gaggles these are important while working with chemicals .
590	1	1	0	to replicate this experiment you need the materials used in the experiment also you would need to make sure you follow the directions record your data .
591	1	2	2	in order to replicate this procedure they should include a set mass for each stone i . e g of each sample . they also should include the amount of vinegar to be poured in each cup and the third they should include the size of the container .
592	1	2	2	i would need to know how much of each material was used because it doesn t say in the procedure . i would also have to know how much vinegar to pour into each container . i would also have to know how much water or how long to rinse the samples with the distilled water .
593	1	3	3	in order to replicate the experiment i would need other than the procedure what samples to use what materials how much vinegar goes into each container and what shape the samples should be in . these pieces of information are important because using too little or too much vinegar will give different results . using any sample other than the ones listed will give different results due to some materials inability to be changed by acid rain . finally the shape is important because the surface area could differ making the vinegar more or less chaotic during hours .
594	1	2	2	the group needs to include each specific in their conclusion . the amount of vinegar must also be specified as well as the amount of each sample being placed in each container . the group never stated the method being used in determining the final mass of each sample . the table provided suggests that the group measured the mass of each sample and the difference between the starting mass and the ending mass but it was never mentioned in their procedure .
595	1	1	1	you may want to tell in the experiment how much vinegar you are pouring in explain how you found the differences in mass mass before you rinse with the distilled water .
596	1	2	2	in the procedure the group should have included what samples they were going to use marble limestone wood plastic the group should have also gave to exact amount of how much vinegar to use in each cup . it would also have been useful if the group would have in the first procedure to measure the mass of each sample separately .
597	1	2	2	the students could have included how be determined the mass of the four items . they would also need to include the amount of vinegar they added to each container . it is also important that they include how much or how long the rinsed each item under the distilled water .
598	1	0	0	you wouldn t need any information . they provide you with all the information you need . they tell the procedure and they give you the data and they make a chart .
599	1	2	2	additional information you would also need is how much vinegar you put the samples in . this doesn t tell you if each sample was covered by vinegar completely or if it was partially covered . the starting mass of limestone was . g the ending mass was . g that was a . g difference . the experiment doesn t tell you though how much of sample was covered by vinegar . this is very important to know in order to replicate this experiment .
600	1	1	1	what are the four samples are what kind of materials you would need are going out a hypothesis .
601	1	2	2	to replicate the experiment i would need to know what four different samples to use to determine the mass how much vinegar do i pour in each of the four samples and am i doing all four at the same time . so they are taking out in hours at the same time .
602	1	2	2	in order for me to replicate this groups experiment i need to know what type of sample am i weighing . i need to know how much vinegar am i pouring in the containers . i also need to know what i am labeling on containers and what was i use to remove samples from the containers .
603	1	3	3	some additional information that you would need in order to replicate this experiment are how much vinegar to put into each container the size of the material and what kind of container the samples and vinegar are being put into these things would make very experiment as close as possible to the group s .
604	1	2	2	you would need several things in addition to replicate this experiment . one would be how much vinegar to pour into the container . another would be if all the containers got the same amount of vinegar or do they differ . a third piece of information needed would be what samples to use . also if they should all start out with the same mass or not .
605	1	2	2	the additional information that is necessary is how much vinegar you need to put in the container . i also think you need to know how much of the sample you put in the container . where do you let the samples sit for hours inside outside by a window
606	1	2	2	one piece of additional information needed in the procedure would be how much vinegar to pour in the container . another piece of information would be how much distilled water is needed to rinse the samples . also another piece of information missing would what are the four samples you would be testing .
607	1	3	3	in order to replicate the experiment i would need to know how much vinegar to pour into each cup so each sample is equal . i would also need to know the location of where the containers should be put during the hours ex shade sun . lastly i would need to know what kind of container should be used a plastic a covered or a dark container etc .
608	1	2	2	in order to replicate the experiment one would need to know what the sample was a desirable range in which the mass could fall under and the amount of solution vinegar that should be applied for each sample having a large range and an equal amount of solution compromises the validity
609	1	1	2	in order to replicate this experiment i would need to know what the different materials are that i d be testing . in addition i would need to know the exact amount of vinegar that needs to be poured on each sample . finally i would need to know that i was finding the difference in the mass from start to finish for each of the samples . otherwise i would be missing my dependent variable
610	1	0	0	to replicate the experiment you are need to divide the different substances add more vinegar to each containers add more distilled water having them sit for hours for about minutes mass them and see how they wash .
611	1	2	2	you need to know how much vinegar to pour in you place the containers will change little .
612	1	2	2	. have a determined size for the starting samples of rock . p . determine an amount of vinegar . p . determine what type of containers are being used .
613	1	0	0	you will need to know which rock had the most mass which one had the least and which one was the same .
614	1	2	2	in order to replicate the experiment the procedure needs to include how much vinegar is going to be poured in the containers how much water you rinse the containers with where it is being dried and how to measure the mass grams wounds etc .
615	1	2	2	i would include the materials used or the samples . also they should include in the procedure the type of measuring they are doing making and state how much vinegar to pour in each cup .
616	1	3	3	additional information that you would need for this experiment would be how much vinegar to put in how big the container should be and if the material should be or shouldn t be fully submerged by the vinegar .
617	1	2	2	one piece of information is that you will need to know how much vinegar to pour into each container and you need to know what kind of vinegar you need for the experiment . you also need to know what you re supposed to do with the data after you have collected it to find the answer to your problem . it doesn t say in the procedure to analyze the data or anything like that .
618	1	1	1	to replicate this experiment i would need to know how much vinegar to put in each sample . i would also need to know what the control of the experiment was so i could compare results of the samples . lastly i would need to know if the experiment was completed .
619	1	1	1	include the name of the samples in the procedure . p say how do students measure the mass . p ask students to object ate the data and drawn conclusion .
620	1	1	1	the procedure never states what the samples are . it needs to add the four samples marbles limestone wood and plastic into the first step . the procedure needs to state in the first step that the starting mass i being measured and in the th step that the ending mass is being measured . the procedure also needs to add a step to tell the experimenter to determine the difference in mass from the starting and ending masses
621	1	0	0	in order to replicate this experiment you would need to know what the students are looking for why each steps of the procedure is being done why those four samples were chosen and if there should be more trials or repetitions in order to create more accurate data .
622	1	0	0	the additional information you will need to replicate this experiment is how much more of the needed samples you need how much time you will need to go through with the procedure and what your starting mass needs to be .
623	1	2	2	after reading the groups procedure there was additional information you would need in order to replicate the experiment . first they didn t state how much vinegar to pour into the containers which is a huge factor . second in order to make sure their experiment was valid they could have done another trial and lastly they should state the temperature this is all happening at because that could have an effect on the results .
624	1	2	2	in order to replicate this experiment you need to know how much vinegar you need to pour on the four different samples . the second thing you need to know is what temperature the room is when you start the experiment . the last step is write a group and write the conclusion of your experiment record .
625	1	3	3	in order to replicate this experiment the group would need some additional information in their procedure . an example would be how this group determined the mass of the substance . they need specifics like how much vinegar they need in each container or how big the sample is or what the sample is . it s very vague so they should add more specific .
626	1	0	0	i would need to know what the purpose of me doing the experiment would be and what exactly was i trying to find in order to replicate the experiment .
627	1	3	3	to replicate this experiment some more information that could be used would be to say in the procedure what amount of vinegar to use for all cups . this would make a huge impact on the experiment outcome . also include the size of the containers to use and the unit to measure the mass of the samples . say what sample to use in the experiment too .
628	1	2	2	to replicate the experiment i would need to know how much vinegar was to be added to to the four separate containers . even though the samples are listed in the chart the group drew the name of the samples should be in the procedure .
629	1	2	2	the group failed to identify how much vinegar you should pour into each container what to label the containers or what materials to put in the containers . they also forgot to include safety procedures and did not tell you to measure the different in or masses to carry the small .
630	1	2	2	after reading the groups procedure i think that in order to replicate these experiment i will need to know what type of container and about how much vinegar to put into the containers .
631	1	2	2	the additional information that this experiment needs are the amount of vinegar to pour in each containers and say exactly what four samples you are using . you need to have these thing sin an experiment because if you don t then you wouldn t know what you are experimenting and what is making that change . you also need a control group .
632	1	3	3	to tell me what the samples are in the procedure . p how much vinegar to pour in the four containers . p where and at what temperature are they putting them in .
